text,label
"@denisev3 it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",joy and happiness
@DentonPolice http://twitpic.com/5wb0k - what a mess. we're missing the bra strap.,fear and worry
@denverflyhigh Man it will be a sweep no worries,fear and worry
"@denvy Oh whoops, my bad",sadness
"@DenyButterflies Omg. I am so sorry. Sorry, I never know what to say",sadness
@deodevine6 i can't bully you and niall impossible😙,fear and worry
@depravedDyer @YarnHarlot Sending you both TONS of thankful love for Sock Summit. I can't believe the utter crap that some people spew.,joy and happiness
@DepressedStride &gt; huff louder,anger
@derekspringer  i for one welcome our new cyber-criminal-overlords.,joy and happiness
"@dermaesthetix I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",fear and worry
"@DermotCarmody cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",fear and worry
"@DerrickJWyatt Yeah, I'm not really feeling it either. Of course, I don't like the movie line, I wish that we were getting more Animated.",joy and happiness
@DerrickWayneJr  she was sleep and then she woke up to check on me see if i was cold or hot i love my mom,joy and happiness
@derwendtde so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,fear and worry
"@descendtorise i cant go on fb. i found out im an alien one morning, and aliens aren't allowed on fb  but YAYY CONGRATSES!! i miss yew tew",joy and happiness
"@Desert_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",joy and happiness
@Desert_Star95 oh so you know how I feel then  Damn representative for bank of america tried to make it sound like I did it. What a b ...,fear and worry
@deshbhakthoon always unhappy and easily offended.,anger
@deshbhakthoon always unhappy and easily offended.,sadness
"@designbreaker Nothing, stayed home",joy and happiness
"@DesignerDepot thanks for adding, no befriending, no, uh oh never mind, Thanks!",sadness
@DesiznTech thanks  glad you like it,joy and happiness
"@DesktopGoldfish Yay, three followers! Good to know more than one person in this big wide world likes fishies.",joy and happiness
"@DesmoidSurvivor @fryphile he should be an honourary fluffette, such lovely hair (what's left  )",joy and happiness
@DespinaCook or least for the firmware upgrade. just buying some time until I get my tax return really,sadness
@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,fear and worry
@DestriDoll sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try  goodnight,sadness
@destroytoday hahah I'll try,joy and happiness
@destroytoday thanks! I'm totally bushed today though time for some coding,fear and worry
@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple,joy and happiness
"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin",fear and worry
@dever  Hope you have a better weekend then..,joy and happiness
@deversum good morning Hazel  caffeine-shot?,joy and happiness
@deversum I've gotta watch out for those stealth skillz! I always forget.,joy and happiness
"@DeveshM just had a look - missed out by a couple of hours, i'm sorry. i'll let you know next time..",fear and worry
@deviantlysweet so neat hearing U on kiddshow today wish I was there,sadness
@devidev im stuck 2  this when my la love turns in2 road rage lol,joy and happiness
"@devilishdelish awww, that's cute.",joy and happiness
@Devilligan It's a beautifully sincere balancing act of grief and hilarity.,joy and happiness
"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness
"@devilsnight Hey, that's my Bug! And my martini glasses . . .",joy and happiness
@devontebrown its cuz you love me. dont make me sad,sadness
"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness
@devyra  do you know if anyone from the believers never die tour is going on warped? i know  i can't wait haha,joy and happiness
@devyra haha i love both of them too  hmm.. lol i'm in need of some good bands too,joy and happiness
@devyra haha one day we will have a huge roadtrip,joy and happiness
@devyra hahahaha definitely!  still writing?,joy and happiness
@devyra lol you always make me happy.  i promise i won't. lol its only 1 silly. you are up late too my friend,joy and happiness
@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!,joy and happiness
@Dez4jc @goldengoodas thanks hun!! I'm working hard over here...  thanks mama!! I yuhh you!!!,joy and happiness
@Dez705 awww Mary I wish I could come but I'm going away 2morrow,joy and happiness
@Deziree_Divine take my advice lookin through the phone cost me my relationship,fear and worry
@Deztini tolddd you there was thunder! ew now it's all rainy D: i'm scared!,fear and worry
@dezurita nooo it was a real mushroom! but our neighbor uprooted it,sadness
@Dezz_MCR  yeahh me tOo haha the mine is Mariel  i luv it! and the urs tOo =D  whats ur fav MCR song??,joy and happiness
@dfarver76 Good BUT it's supposed to storm later,fear and worry
@dfg77 Welcome to two months ago! Banjo Tooie is about to be released!,joy and happiness
@dfizzy you're so lucky. we have 6 weeks until summer,sadness
@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,fear and worry
@DFS_Ellen and she's 9.5 and a rescue.. bad hips.    She deserves pampering!  She's full of life though!!,joy and happiness
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger
"@dg4G ha! nice.    that's about all the german you're gonna get from me.  after that, it's just counting and jibberish.",joy and happiness
@dgottesman Happy Birthday!,joy and happiness
@DH_Photography Good Morning! Hope you have a great day!!,joy and happiness
@dhanji meet @Marawitch - she is the Zombie expert i believe..,joy and happiness
@Dhanraj1974 good luck with you finals!!!,joy and happiness
@dhewlett I'm still trying to see Star Trek! I'll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,fear and worry
@dholbach Sounds good. &quot;This patch was brought to you by ...&quot;,fear and worry
"@DhruvChadha welcome back to school, don't study too hard, take time off and smell roses too",fear and worry
"@DHughesy @rove1974 dudes, c'mon - that's almost the ghey!",fear and worry
@DHughesy awww cuuuute  Newborns are so fun!,joy and happiness
@DHughesy congrats on Rafferty's arrival!  he is so cutteee!!,joy and happiness
"@DHughesy good job at the logies this year. Hell funny, and you're right about the baggin the logies tradition... so very Aussie!",joy and happiness
@DHughesy ME! oh wait wrong state,sadness
@dhughesy safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,joy and happiness
"@DHughesy you should so host the next logies, i only laughed at your bit really",joy and happiness
"@Dhympna Link won't open, but I will try it when i have a better connection tomorrow. I'm curious now",fear and worry
@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em,joy and happiness
@diamonde my heart just sunk.,sadness
@diamondhead94 oh the noon? I don't know if I can make that one...I only get 30 min for lunch,fear and worry
"@Diana_Buds well, did she make you laugh with her panic mania or not??¿",fear and worry
"@diana_music im always blunt with my feelings, never seems to do any good",sadness
@diana_truong ahhh~~ is hb done or.. cause we are still hoping for an encore of SNSD  lol!!!,joy and happiness
@diana_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,fear and worry
@DianaRay1 I KNOW I'm so excited for them!,joy and happiness
@DianaRusso night Diana and if you travel soon take care,fear and worry
@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas,joy and happiness
@DianneMR I like that!,joy and happiness
@Dichenlachman oh I love oreos!! U can't get many varieties in the uk,joy and happiness
"@Dichenlachman Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who's following u..",fear and worry
@DickieA @chrisjlovell it's true!  @chrisjlovell have u downloaded the tweetdeck yet? it is literally amazing  xxx,joy and happiness
@DickieA YAY!!! I'm glad that I'm not the only one who is about to sign away their soul to Twitter and Facebook!  welcome! xxx,joy and happiness
@dictums honey perhaps some medicine? i feel bad for you? do you have fever?,fear and worry
"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",joy and happiness
@diesel_26 i wish you were here to take care of me,sadness
"@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",anger
@digital_geisha @savasavasava  For reals. It's lovely being around someone so refreshingly analog in his interests,joy and happiness
"@digitalpainted oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall...",sadness
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,fear and worry
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous,fear and worry
@dimensionmedia @refreshboca? what is this? is everyone abandoning me?        ;-),fear and worry
@DimepieceMag Ahhh. U know ur sh*t...Love it!!! lol How's the next issue coming along? Been out the loop  sowwy,sadness
@dimples_03 He'll know Tupac lyrics too!,joy and happiness
@Dina_Vinson no need to worry. I'll be by your side,fear and worry
@DinerokidMayo Im upset cuz now everyone agrees,sadness
@dinno thanks dinno  appreciate it,joy and happiness
"@dino2gnt Yeah, I'm getting ready to go get pizza. Then nothing to do  Maybe @hazard_2gnt will want to play Xbox.",joy and happiness
@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it,sadness
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness
@DinoLich I know! But I still want to see it,joy and happiness
